race|sex|LSAT|UGPA|ZFYA|race_nonwhite|race_simpler
White|Male|43.0|3.5|0.93|White|White
White|Female|41.0|3.9|-0.15|White|White
White|Male|45.0|3.5|1.31|White|White
White|Female|41.5|3.7|1.31|White|White
White|Male|44.0|3.7|-1.21|White|White
Asian|Male|41.0|3.8|-0.52|NonWhite|Asian
White|Male|44.0|4.0|1.08|White|White
White|Female|42.0|3.5|1.69|White|White
White|Female|45.0|3.6|-0.15|White|White
White|Male|45.0|3.5|-0.21|White|White
Black|Female|32.0|3.3|-3.04|NonWhite|Black
Black|Female|31.0|3.7|-0.52|NonWhite|Black
White|Male|47.0|3.6|-0.07|White|White
White|Female|43.0|3.5|-0.37|White|White
White|Male|43.0|3.8|1.54|White|White
White|Male|47.0|3.4|0.93|White|White
White|Male|42.0|3.7|0.24|White|White
White|Female|46.0|3.5|-0.52|White|White
White|Female|41.0|3.6|-0.67|White|White
White|Male|47.0|3.8|0.54|White|White
Asian|Male|43.0|3.4|0.54|NonWhite|Asian
Black|Female|32.0|3.5|-1.36|NonWhite|Black
White|Male|47.0|3.5|0.7|White|White
Asian|Female|39.0|3.3|-1.13|NonWhite|Asian
Black|Male|33.0|3.2|-1.06|NonWhite|Black
White|Male|46.0|3.2|1.23|White|White
White|Male|44.0|3.8|-0.21|White|White
White|Female|46.0|3.7|0.31|White|White
White|Male|44.0|3.5|0.24|White|White
Asian|Male|44.0|3.3|-1.52|NonWhite|Asian
White|Female|42.0|3.5|0.54|White|White
White|Female|45.0|3.5|-0.15|White|White
White|Female|41.0|3.4|-0.6|White|White
White|Male|46.0|4.0|1.31|White|White
Asian|Male|42.0|3.6|-0.21|NonWhite|Asian
White|Male|38.0|3.9|1.31|White|White
White|Male|42.0|3.2|0.16|White|White
White|Female|47.0|3.4|-1.29|White|White
White|Male|47.0|3.6|0.08|White|White
White|Male|39.0|3.4|0.59|White|White
White|Male|42.0|3.6|-0.5|White|White
White|Male|38.0|3.4|0.84|White|White
White|Male|36.0|3.5|-1.12|White|White
White|Male|41.0|3.0|0.57|White|White
White|Male|39.0|2.8|-0.8|White|White
White|Male|40.0|3.3|1.77|White|White
White|Female|36.0|3.7|0.7|White|White
White|Male|39.0|2.9|0.26|White|White
White|Male|41.0|4.0|0.09|White|White
White|Male|36.0|3.2|-0.18|White|White
White|Male|36.0|3.5|-0.01|White|White
White|Female|36.0|3.0|0.88|White|White
White|Female|40.0|3.1|-0.38|White|White
White|Female|40.0|3.6|0.64|White|White
White|Male|48.0|2.9|2.22|White|White
White|Male|42.0|3.6|0.26|White|White
White|Male|37.0|3.1|-1.79|White|White
White|Male|38.0|3.0|0.09|White|White
White|Female|35.5|3.6|0.8|White|White
White|Female|42.0|3.3|0.14|White|White
White|Female|43.0|3.2|0.61|White|White
White|Female|39.0|3.1|-0.03|White|White
White|Female|38.0|3.9|-0.43|White|White
White|Male|43.0|2.9|-0.55|White|White
White|Female|41.0|3.8|0.86|White|White
White|Female|44.0|3.3|2.04|White|White
White|Male|40.0|3.3|1.62|White|White
White|Male|40.0|2.9|0.54|White|White
White|Female|40.0|3.1|-0.69|White|White
White|Male|40.0|2.6|-0.44|White|White
White|Male|41.0|3.2|0.54|White|White
White|Female|44.0|2.5|0.84|White|White
White|Male|45.0|3.3|0.48|White|White
White|Male|36.0|3.8|0.7|White|White
White|Male|36.0|3.5|-0.01|White|White
White|Male|36.0|3.6|-0.94|White|White
White|Female|39.5|3.2|0.76|White|White
White|Male|41.0|2.8|1.7|White|White
White|Male|37.0|3.1|-2.14|White|White
White|Male|42.0|3.0|-1.04|White|White
White|Female|40.0|2.8|-1.94|White|White
White|Female|38.0|3.2|0.73|White|White
White|Female|37.0|3.9|0.95|White|White
White|Male|41.0|2.8|-1.03|White|White
White|Male|40.0|3.2|-0.39|White|White
White|Female|41.0|3.2|0.75|White|White
White|Male|39.0|3.4|0.26|White|White
Black|Female|31.0|3.3|-0.59|NonWhite|Black
White|Male|35.0|3.4|1.47|White|White
Asian|Male|38.0|3.5|0.89|NonWhite|Asian
White|Female|41.0|3.2|-0.19|White|White
White|Male|42.0|3.4|0.69|White|White
White|Female|38.0|3.3|0.56|White|White
White|Female|38.0|3.0|0.28|White|White
White|Female|40.0|3.5|-0.61|White|White
White|Male|39.0|2.9|0.58|White|White
White|Female|42.0|3.1|0.48|White|White
White|Male|37.0|3.5|-1.22|White|White
White|Male|41.0|2.9|2.07|White|White
White|Male|42.0|2.7|-0.19|White|White
White|Female|43.0|2.8|0.94|White|White
White|Female|44.0|3.4|1.09|White|White
White|Male|38.5|3.6|0.56|White|White
White|Male|46.0|3.8|-0.14|White|White
White|Male|40.0|3.0|-0.42|White|White
White|Male|37.0|3.5|0.11|White|White
White|Female|31.0|3.6|-0.24|White|White
Black|Male|39.0|2.3|-0.88|NonWhite|Black
White|Male|40.5|3.0|0.07|White|White
White|Male|39.0|3.3|-1.67|White|White
White|Male|40.0|2.8|-1.66|White|White
White|Female|38.0|3.3|-1.19|White|White
White|Female|36.0|3.5|-1.03|White|White
Black|Female|31.0|3.3|-0.03|NonWhite|Black
Other|Male|41.0|3.2|1.27|NonWhite|Other
White|Male|36.5|3.4|1.49|White|White
White|Male|35.0|3.6|-0.21|White|White
White|Male|40.0|2.7|0.01|White|White
Black|Male|30.0|2.4|-0.45|NonWhite|Black
White|Female|39.0|3.2|-0.65|White|White
White|Female|37.0|2.9|-1.53|White|White
White|Male|40.0|2.8|1.49|White|White
White|Male|41.0|3.8|1.26|White|White
White|Male|40.0|3.1|-0.88|White|White
White|Male|41.0|3.5|-0.04|White|White
White|Female|42.0|2.8|-0.56|White|White
White|Female|39.0|4.0|1.16|White|White
White|Male|41.0|3.0|-0.02|White|White
White|Female|41.0|2.7|-0.55|White|White
Black|Female|34.0|3.0|-0.47|NonWhite|Black
White|Male|40.0|3.7|-0.36|White|White
Asian|Male|42.0|3.0|-0.59|NonWhite|Asian
Hispanic|Male|30.5|3.0|-1.52|NonWhite|Latino
White|Male|40.0|3.3|1.0|White|White
White|Male|38.5|2.8|-0.45|White|White
Black|Female|33.0|2.9|-0.02|NonWhite|Black
White|Male|42.0|3.8|1.11|White|White
White|Male|38.0|3.4|0.02|White|White
White|Male|39.0|2.8|-0.56|White|White
White|Female|39.0|3.0|-0.13|White|White
White|Male|42.0|2.9|-0.5|White|White
Black|Male|27.0|2.9|-1.94|NonWhite|Black
White|Male|46.0|3.0|0.17|White|White
Black|Male|28.0|2.4|-1.92|NonWhite|Black
White|Female|38.5|2.8|-0.76|White|White
White|Male|44.0|3.3|1.13|White|White
White|Female|37.0|3.3|0.13|White|White
White|Female|37.0|3.8|0.13|White|White
White|Male|43.0|3.4|0.54|White|White
Black|Male|31.0|3.1|-0.19|NonWhite|Black
White|Female|39.0|3.2|-0.8|White|White
Black|Male|33.0|2.9|-0.64|NonWhite|Black
White|Female|41.0|3.1|0.59|White|White
Black|Female|33.0|2.7|-1.63|NonWhite|Black
White|Female|41.0|4.0|1.45|White|White
White|Male|43.0|2.5|-0.5|White|White
White|Female|37.0|3.5|0.13|White|White
White|Male|47.0|3.3|0.79|White|White
White|Male|40.0|3.5|0.2|White|White
White|Female|40.0|3.5|-0.69|White|White
White|Female|42.0|4.0|0.07|White|White
White|Female|40.0|3.6|0.21|White|White
White|Male|40.0|3.4|1.17|White|White
White|Female|40.0|2.9|-0.11|White|White
White|Female|39.0|3.4|0.52|White|White
Hispanic|Male|34.0|3.6|-1.26|NonWhite|Latino
White|Female|41.0|3.2|-0.18|White|White
White|Male|39.0|3.3|-0.99|White|White
White|Male|44.0|3.2|1.46|White|White
White|Male|38.0|3.1|-1.21|White|White
Black|Female|27.0|2.5|-2.18|NonWhite|Black
White|Male|35.5|3.9|1.08|White|White
White|Male|43.0|3.4|1.85|White|White
White|Female|42.0|4.0|0.51|White|White
Black|Female|31.0|2.7|-1.79|NonWhite|Black
White|Male|41.0|3.0|-0.45|White|White
White|Female|41.0|2.9|-0.61|White|White
Other|Male|35.0|3.9|-0.62|NonWhite|Other
White|Male|40.0|3.0|0.42|White|White
White|Male|41.0|2.6|-0.41|White|White
White|Male|44.0|2.8|1.55|White|White
White|Female|38.0|3.1|1.53|White|White
White|Female|35.0|3.9|0.5|White|White
White|Female|44.0|3.9|1.04|White|White
White|Male|41.0|3.0|-0.11|White|White
White|Female|38.0|3.3|-0.07|White|White
White|Female|37.0|3.5|-0.7|White|White
White|Female|37.0|3.4|1.02|White|White
White|Male|40.0|3.9|-0.19|White|White
White|Male|41.0|2.9|0.25|White|White
White|Female|39.0|3.1|-0.39|White|White
White|Male|40.0|3.4|0.18|White|White
White|Female|39.0|3.9|1.54|White|White
White|Male|39.0|3.2|-0.42|White|White
Asian|Female|41.0|2.9|-0.07|NonWhite|Asian
White|Female|40.0|2.7|1.05|White|White
White|Male|42.0|3.3|-0.35|White|White
White|Female|42.0|2.8|1.88|White|White
White|Female|41.0|3.6|2.34|White|White
White|Female|42.0|2.8|0.73|White|White
White|Female|44.0|3.2|1.68|White|White
White|Female|39.0|2.9|-0.92|White|White
White|Female|39.0|3.0|0.33|White|White
White|Male|42.0|3.4|0.38|White|White
White|Female|43.0|3.3|1.35|White|White
White|Female|34.0|3.8|-0.39|White|White
White|Female|48.0|3.8|1.2|White|White
White|Female|40.0|3.6|0.01|White|White
White|Male|41.0|2.9|0.56|White|White
Black|Male|34.0|2.6|-1.46|NonWhite|Black
White|Female|37.0|3.4|0.44|White|White
White|Male|38.0|3.6|0.29|White|White
White|Male|42.0|2.8|-0.1|White|White
White|Male|44.0|3.2|-0.03|White|White
White|Male|41.0|3.1|0.8|White|White
White|Male|38.0|3.6|1.6|White|White
White|Male|38.5|3.1|0.31|White|White
White|Male|41.0|3.1|0.92|White|White
White|Male|42.0|3.2|0.34|White|White
Asian|Male|34.0|3.5|-1.02|NonWhite|Asian
White|Female|39.0|3.2|-0.07|White|White
White|Male|46.0|2.3|-0.27|White|White
Black|Male|29.0|2.8|0.04|NonWhite|Black
Asian|Female|29.0|3.3|-0.67|NonWhite|Asian
Mexican|Female|38.0|2.6|-0.8|NonWhite|Latino
Asian|Female|27.0|3.5|-0.21|NonWhite|Asian
White|Female|42.0|2.5|-1.22|White|White
White|Female|39.0|3.4|1.54|White|White
White|Female|40.0|2.9|1.12|White|White
White|Male|40.0|3.2|-0.28|White|White
Mexican|Female|34.5|3.1|0.5|NonWhite|Latino
White|Male|46.0|3.6|-0.9|White|White
Black|Male|38.0|3.2|-1.38|NonWhite|Black
White|Female|47.0|3.4|1.5|White|White
White|Female|42.0|3.9|0.16|White|White
Black|Male|32.0|3.5|-0.83|NonWhite|Black
White|Female|42.0|3.1|0.2|White|White
White|Female|40.0|3.7|-1.76|White|White
White|Female|44.0|4.0|0.86|White|White
White|Female|46.0|3.8|-0.34|White|White
White|Female|41.0|3.6|-0.9|White|White
White|Male|42.0|3.9|1.07|White|White
White|Female|43.0|3.8|0.61|White|White
White|Female|44.0|3.5|-0.34|White|White
White|Male|45.0|3.0|0.61|White|White
White|Male|48.0|3.4|1.58|White|White
White|Male|45.0|3.7|-0.43|White|White
White|Male|48.0|3.9|0.9|White|White
White|Female|48.0|3.8|-0.18|White|White
White|Male|45.0|3.8|0.97|White|White
White|Female|47.0|3.2|-1.15|White|White
White|Female|42.0|3.6|-0.03|White|White
White|Female|43.0|3.6|-1.0|White|White
White|Male|43.0|3.6|0.14|White|White
White|Female|47.0|3.1|1.1|White|White
Asian|Female|45.0|3.5|0.21|NonWhite|Asian
White|Male|47.0|3.4|-0.85|White|White
White|Male|48.0|3.5|1.48|White|White
White|Female|39.0|3.5|0.48|White|White
Black|Female|33.0|3.5|-1.15|NonWhite|Black
Black|Male|40.0|3.4|-1.53|NonWhite|Black
White|Female|45.0|3.9|0.52|White|White
White|Male|45.0|3.7|0.86|White|White
White|Male|44.0|4.0|1.29|White|White
White|Female|28.0|3.9|-0.48|White|White
White|Female|44.0|3.9|-1.07|White|White
White|Male|39.0|3.8|0.12|White|White
White|Male|44.0|3.7|0.29|White|White
White|Female|41.0|3.7|0.46|White|White
White|Male|45.0|3.5|-0.24|White|White
White|Female|42.0|3.7|0.82|White|White
White|Female|45.0|3.6|0.71|White|White
Asian|Male|37.0|3.0|-0.69|NonWhite|Asian
White|Male|45.0|3.6|-0.79|White|White
White|Male|44.0|3.7|-0.24|White|White
Asian|Female|40.0|3.7|-1.66|NonWhite|Asian
White|Female|43.0|3.4|-1.0|White|White
Black|Female|35.0|3.0|-1.68|NonWhite|Black
White|Female|45.0|3.6|0.25|White|White
White|Female|41.0|3.8|0.12|White|White
White|Female|45.0|3.6|1.33|White|White
White|Female|39.0|3.6|-0.58|White|White
White|Female|48.0|3.6|0.08|White|White
White|Male|43.0|3.7|0.35|White|White
Mexican|Male|35.0|3.3|-1.81|NonWhite|Latino
Black|Female|28.0|3.1|-0.96|NonWhite|Black
White|Male|48.0|3.1|-1.95|White|White
White|Female|43.0|3.5|-0.94|White|White
White|Female|41.0|3.9|0.12|White|White
White|Female|41.0|4.0|0.63|White|White
White|Female|46.0|3.8|-0.07|White|White
Black|Female|40.0|2.9|-0.85|NonWhite|Black
Puertorican|Male|47.0|2.8|-1.13|NonWhite|Latino
White|Female|47.0|4.0|0.65|White|White
Black|Female|30.0|2.9|-0.15|NonWhite|Black
White|Male|43.0|3.9|0.57|White|White
Asian|Female|44.0|3.5|-0.58|NonWhite|Asian
White|Male|44.0|3.5|1.37|White|White
White|Male|44.0|3.5|0.06|White|White
White|Male|48.0|3.5|1.05|White|White
White|Male|45.0|3.3|0.88|White|White
White|Male|40.0|3.5|-0.44|White|White
White|Male|42.0|3.9|-0.07|White|White
White|Male|43.0|3.8|-0.51|White|White
White|Female|42.0|3.7|0.86|White|White
White|Male|46.0|3.5|-0.85|White|White
White|Male|45.0|3.7|-0.09|White|White
White|Male|47.0|3.5|0.82|White|White
White|Female|45.0|3.6|0.16|White|White
White|Female|42.0|3.8|-0.41|White|White
Mexican|Female|40.0|3.1|-2.15|NonWhite|Latino
White|Female|41.0|3.8|-0.64|White|White
Asian|Female|41.0|3.8|-1.68|NonWhite|Asian
Mexican|Male|45.0|3.4|0.1|NonWhite|Latino
White|Female|48.0|3.5|0.5|White|White
White|Male|41.0|3.6|0.18|White|White
White|Male|45.0|3.7|1.26|White|White
White|Female|41.0|3.4|0.08|White|White
Asian|Male|48.0|3.5|1.11|NonWhite|Asian
White|Female|40.0|3.7|-1.62|White|White
Puertorican|Male|40.0|3.2|-0.34|NonWhite|Latino
White|Male|43.0|3.7|-0.92|White|White
White|Male|47.0|3.5|-0.49|White|White
White|Female|46.0|4.0|0.86|White|White
White|Female|46.0|3.9|1.84|White|White
White|Male|45.0|3.8|0.57|White|White
White|Male|44.0|2.8|1.05|White|White
Puertorican|Female|40.0|2.8|-2.12|NonWhite|Latino
White|Female|42.0|3.7|-0.39|White|White
White|Male|44.0|3.8|1.16|White|White
White|Male|47.0|3.7|-1.3|White|White
White|Female|43.0|3.9|-0.03|White|White
White|Female|47.0|3.7|1.16|White|White
White|Male|45.0|3.8|-0.56|White|White
Amerindian|Male|44.0|3.0|-0.49|NonWhite|Other
White|Female|48.0|3.5|0.93|White|White
Black|Female|35.0|2.4|-0.9|NonWhite|Black
White|Female|45.0|3.7|-0.71|White|White
White|Female|42.0|3.7|-0.05|White|White
White|Male|48.0|3.5|1.26|White|White
White|Male|44.0|3.8|-0.39|White|White
Black|Male|46.0|3.1|-1.23|NonWhite|Black
White|Female|47.0|3.8|0.9|White|White
White|Female|48.0|3.4|-0.2|White|White
White|Female|46.0|4.0|0.78|White|White
White|Female|42.0|3.9|-1.3|White|White
White|Male|43.0|2.6|1.11|White|White
Asian|Female|44.0|3.8|1.29|NonWhite|Asian
Mexican|Male|34.0|3.3|-1.49|NonWhite|Latino
White|Female|47.0|3.4|0.31|White|White
White|Male|45.0|3.7|-0.2|White|White
White|Male|41.0|3.8|-0.28|White|White
Black|Female|36.0|3.1|-0.64|NonWhite|Black
White|Male|48.0|3.7|-0.62|White|White
Other|Female|37.0|3.5|0.94|NonWhite|Other
White|Female|42.0|2.8|-0.15|White|White
White|Female|41.0|3.3|0.16|White|White
White|Male|40.0|2.9|-1.45|White|White
White|Male|37.5|3.0|-1.13|White|White
White|Male|33.0|2.7|-0.33|White|White
White|Female|39.0|3.7|0.8|White|White
Mexican|Female|42.0|3.2|0.16|NonWhite|Latino
Asian|Male|41.0|2.9|1.16|NonWhite|Asian
Hispanic|Male|33.0|2.8|-0.96|NonWhite|Latino
White|Male|42.0|2.9|-0.56|White|White
Mexican|Female|28.0|3.1|-0.12|NonWhite|Latino
White|Male|45.0|2.9|0.16|White|White
White|Male|42.0|2.5|0.2|White|White
White|Male|38.0|3.6|-0.35|White|White
White|Female|39.0|3.3|1.41|White|White
White|Female|44.0|3.2|-0.16|White|White
White|Male|42.0|3.4|1.11|White|White
White|Male|38.0|3.8|0.93|White|White
White|Female|39.0|3.6|-0.41|White|White
White|Male|45.0|3.5|-0.02|White|White
Asian|Male|32.0|3.3|-0.91|NonWhite|Asian
White|Female|40.0|3.5|1.9|White|White
Asian|Female|36.0|3.6|1.08|NonWhite|Asian
White|Male|41.0|3.3|-0.9|White|White
Asian|Male|35.5|3.0|-0.57|NonWhite|Asian
White|Female|40.0|3.3|0.43|White|White
White|Female|37.0|3.2|0.64|White|White
Asian|Female|37.0|3.5|-0.96|NonWhite|Asian
White|Male|41.0|2.9|0.23|White|White
White|Female|41.0|3.5|1.56|White|White
Asian|Female|41.0|3.4|-0.07|NonWhite|Asian
White|Male|45.0|2.6|2.06|White|White
White|Male|39.0|3.4|0.64|White|White
Mexican|Male|45.0|3.8|0.83|NonWhite|Latino
White|Male|43.0|2.6|1.17|White|White
Hispanic|Male|41.0|2.8|-1.51|NonWhite|Latino
White|Female|36.0|3.4|0.11|White|White
White|Female|37.0|3.6|-0.07|White|White
Mexican|Male|28.0|3.0|-1.36|NonWhite|Latino
Black|Female|35.0|2.5|-1.01|NonWhite|Black
White|Male|40.0|3.3|-0.52|White|White
White|Male|41.0|3.1|-0.87|White|White
White|Male|44.0|3.1|0.45|White|White
Asian|Female|39.0|3.0|0.37|NonWhite|Asian
White|Female|39.0|3.4|0.32|White|White
Asian|Female|39.0|3.4|0.78|NonWhite|Asian
White|Male|40.0|3.4|0.67|White|White
White|Female|38.0|3.6|1.25|White|White
White|Male|41.0|3.4|0.55|White|White
Black|Female|31.0|3.0|-1.05|NonWhite|Black
White|Female|45.0|2.9|2.06|White|White
White|Male|39.0|3.5|1.2|White|White
White|Male|42.0|2.4|0.79|White|White
White|Female|41.0|3.3|2.08|White|White
White|Female|44.0|3.4|1.28|White|White
Other|Male|35.0|2.5|-1.08|NonWhite|Other
White|Female|37.5|3.3|0.25|White|White
White|Female|42.0|2.6|1.21|White|White
White|Female|40.0|3.2|0.23|White|White
White|Male|41.0|3.1|-0.2|White|White
White|Male|41.0|2.6|-0.12|White|White
White|Female|42.0|3.0|0.39|White|White
White|Female|41.0|3.0|0.49|White|White
Asian|Male|43.0|2.6|0.64|NonWhite|Asian
White|Female|41.0|3.2|-0.38|White|White
Asian|Female|35.5|3.4|-1.2|NonWhite|Asian
Asian|Male|42.0|3.2|-1.02|NonWhite|Asian
White|Male|36.5|3.3|0.77|White|White
White|Male|42.0|2.3|-0.59|White|White
White|Male|40.0|3.2|0.86|White|White
White|Female|42.0|3.5|1.7|White|White
Asian|Female|33.0|3.2|-0.52|NonWhite|Asian
White|Male|44.0|2.4|-0.48|White|White
White|Male|39.0|3.1|0.67|White|White
White|Male|44.0|4.0|1.57|White|White
White|Female|41.0|3.3|-0.67|White|White
White|Female|43.0|3.6|0.69|White|White
Mexican|Female|27.0|3.7|-0.62|NonWhite|Latino
White|Male|40.0|3.1|-0.26|White|White
White|Male|42.0|3.0|0.33|White|White
White|Female|42.0|3.0|1.23|White|White
White|Female|42.0|3.2|-0.68|White|White
White|Male|41.0|3.0|-0.26|White|White
Asian|Male|35.0|3.1|-0.14|NonWhite|Asian
White|Female|42.0|3.3|-1.66|White|White
White|Male|34.5|3.7|0.67|White|White
White|Female|40.0|3.5|-0.14|White|White
White|Male|45.0|2.9|1.3|White|White
White|Male|45.0|2.6|0.8|White|White
Mexican|Female|33.0|2.5|-0.37|NonWhite|Latino
White|Female|42.0|2.4|-0.26|White|White
White|Female|42.0|3.0|-1.42|White|White
White|Female|37.0|3.8|0.62|White|White
White|Male|36.0|3.2|0.41|White|White
White|Male|41.0|3.3|1.05|White|White
White|Female|39.0|3.0|0.88|White|White
White|Male|39.0|3.2|1.31|White|White
Mexican|Female|35.0|3.0|-0.77|NonWhite|Latino
Asian|Male|39.0|3.1|-0.47|NonWhite|Asian
Asian|Male|40.0|2.8|-1.57|NonWhite|Asian
Mexican|Male|34.0|3.2|0.2|NonWhite|Latino
White|Male|43.0|3.2|-0.66|White|White
White|Male|45.0|2.7|-1.14|White|White
White|Male|39.0|3.4|0.31|White|White
Asian|Male|30.0|3.3|-0.41|NonWhite|Asian
Asian|Male|44.0|2.6|-0.85|NonWhite|Asian
White|Male|39.0|3.5|0.52|White|White
White|Male|41.0|2.8|-1.14|White|White
White|Male|44.0|2.9|0.13|White|White
White|Male|42.0|2.8|0.58|White|White
Mexican|Female|32.0|3.1|-0.52|NonWhite|Latino
White|Female|41.0|3.3|0.06|White|White
White|Male|41.0|3.2|-0.21|White|White
White|Male|39.0|2.9|0.67|White|White
White|Male|42.0|2.8|-0.94|White|White
White|Male|35.5|3.4|-0.85|White|White
White|Male|41.0|2.9|1.85|White|White
Asian|Female|46.0|2.3|-0.2|NonWhite|Asian
White|Male|40.0|3.5|0.77|White|White
White|Male|42.0|3.1|0.93|White|White
White|Male|42.0|3.1|2.13|White|White
White|Female|41.0|3.1|0.79|White|White
White|Male|44.0|2.7|-0.16|White|White
White|Male|44.0|2.9|1.86|White|White
Asian|Male|40.0|3.0|0.64|NonWhite|Asian
White|Female|41.0|3.4|0.73|White|White
White|Male|43.0|3.4|0.32|White|White
White|Female|43.0|3.3|1.07|White|White
White|Male|40.0|3.3|0.62|White|White
Mexican|Female|29.7|2.9|-1.66|NonWhite|Latino
White|Male|41.0|3.3|1.37|White|White
White|Male|44.0|2.8|0.96|White|White
White|Male|47.0|3.0|0.23|White|White
Asian|Female|35.0|3.1|-0.69|NonWhite|Asian
Asian|Male|37.0|3.0|-1.21|NonWhite|Asian
White|Male|36.0|3.3|0.07|White|White
White|Male|44.0|3.0|0.45|White|White
Mexican|Male|36.0|2.6|-1.17|NonWhite|Latino
White|Female|35.0|4.0|1.54|White|White
White|Female|39.0|3.4|1.12|White|White
White|Female|41.0|3.4|1.26|White|White
Asian|Female|36.0|3.3|-1.52|NonWhite|Asian
Asian|Female|36.0|3.6|0.56|NonWhite|Asian
White|Male|37.0|3.6|0.24|White|White
Black|Male|40.0|2.3|0.86|NonWhite|Black
White|Female|37.0|3.8|0.69|White|White
White|Male|36.5|3.4|-0.02|White|White
Hispanic|Male|39.0|3.0|0.99|NonWhite|Latino
White|Male|37.0|3.3|1.38|White|White
Other|Female|41.0|3.1|-1.06|NonWhite|Other
White|Female|41.0|2.8|-0.07|White|White
Mexican|Female|29.0|3.0|-1.3|NonWhite|Latino
White|Female|43.0|2.2|1.62|White|White
White|Male|41.0|3.3|0.68|White|White
White|Male|39.0|3.5|1.41|White|White
White|Male|42.0|2.8|-0.92|White|White
White|Female|41.0|3.3|-0.75|White|White
White|Male|38.0|3.1|-0.13|White|White
White|Male|43.0|3.7|-0.2|White|White
White|Male|37.0|3.5|-0.09|White|White
White|Male|36.0|3.5|1.8|White|White
White|Male|37.5|3.6|0.8|White|White
White|Male|42.0|3.4|0.55|White|White
White|Female|39.0|3.4|0.44|White|White
White|Male|37.0|3.2|-0.08|White|White
White|Male|41.0|3.2|-0.55|White|White
White|Female|36.0|3.5|-1.37|White|White
Asian|Male|38.0|2.9|-0.18|NonWhite|Asian
Asian|Male|40.0|3.3|0.61|NonWhite|Asian
Asian|Female|32.0|3.4|-0.96|NonWhite|Asian
White|Female|37.0|3.8|-0.12|White|White
White|Male|44.0|3.7|1.72|White|White
White|Male|41.0|3.1|0.23|White|White
Hispanic|Female|35.0|3.3|0.01|NonWhite|Latino
White|Male|43.0|2.9|1.11|White|White
White|Female|40.0|3.4|0.91|White|White
White|Female|38.0|3.5|0.2|White|White
Asian|Male|36.0|3.7|-1.57|NonWhite|Asian
White|Female|37.0|3.5|1.36|White|White
White|Male|40.0|3.0|0.6|White|White
Hispanic|Female|41.0|3.0|-0.02|NonWhite|Latino
White|Male|37.5|3.0|-0.58|White|White
White|Male|39.0|2.7|-0.43|White|White
White|Female|36.0|3.6|-0.06|White|White
White|Female|37.0|3.3|1.11|White|White
