"LSAT"|"UGPA"|"female"|"male"|"white"|"nonwhite"|"U_UGPA"|"U_LSAT"
"11174"|34|3.4|1|0|1|0|0.00475354135380119|-0.00374681885531796
"11177"|35|3.2|1|0|1|0|-0.0340437690495225|0.0260930146379768
"11180"|37|3.7|0|1|1|0|0.315382410898945|-0.00103606578522045
"11181"|32|2.7|0|1|1|0|-0.325512172821245|0.0276061545010814
"11182"|31|3.9|0|1|1|0|0.490600934516609|0.0414951391637932
"11184"|37|3.6|0|1|1|0|0.279164059515695|-0.0104258504152871
"11187"|36|3.3|0|1|1|0|0.0627361646658162|0.0198874448211098
"11188"|37|3|0|1|1|0|-0.139003784225439|-0.0396560255161922
"11190"|39|2.4|0|1|1|0|-0.61626686181788|0.0104524339261337
"11192"|38|2.6|0|1|1|0|-0.428457555072088|-0.0400148436481076
"11193"|35|3.5|1|0|1|0|0.107867076184912|0.071431884219062
"11194"|40|2.9|0|1|1|0|-0.253229710731342|0.00996954402766128
"11196"|38|3.2|0|1|1|0|-0.0283777493729874|0.0641317404593744
"11200"|26|2.7|0|1|1|0|-0.364836928366305|-0.0010981843559289
"11201"|35|3.5|0|1|1|0|0.24710867818556|-0.0274406124240241
"11202"|42|2.3|0|1|1|0|-0.688157374895922|0.0250901435671557
"11203"|30|2.7|0|1|1|0|-0.325618544275719|0.0313728261099588
"11204"|36|2.8|0|1|1|0|-0.294547325804102|0.013585376737503
"11205"|34|3.4|0|1|1|0|0.171777805503959|0.0160957955422834
"11206"|36|3.1|0|1|1|0|-0.0790766556013375|0.0116580834670165
"11207"|23|3.9|1|0|1|0|0.391457815875385|-0.0533278130341653
"11210"|37|3.9|1|0|1|0|0.402713054781133|0.0203171575032179
"11212"|30|3.4|0|1|1|0|0.101719936417508|-0.0823825227882374
"11213"|40|3.2|1|0|1|0|-0.0647237652306313|-0.0652222543082768
"11215"|41|3.3|0|1|1|0|0.0665733672828192|-0.0413827578540894
"11216"|33|2.9|1|0|1|0|-0.282498303278178|0.00582760835015244
"11217"|35|3|1|0|1|0|-0.268385771010641|-0.0285518878257081
"11218"|42|2.4|0|1|1|0|-0.644587878493774|-0.00666868194123809
"11219"|31|3.1|1|0|1|0|-0.133162392142514|-0.0223767608203787
"11220"|34|3.5|0|1|1|0|0.241560073115852|-0.0593714454324163
"11221"|39|3.9|1|0|1|0|0.463068667685871|-0.0845079248415835
"11225"|38|2.9|0|1|1|0|-0.248168138476626|0.0283644868277561
"11229"|36|2.6|0|1|1|0|-0.452864071293809|-0.0556990961431198
"11230"|32|2.6|0|1|1|0|-0.442929015028098|-0.0260713822846318
"11234"|35|3.7|1|0|1|0|0.20703981404724|-0.0705941880788707
"11237"|34|3.5|1|0|1|0|0.0790966839578052|-0.00764857210627362
"11238"|37|3.2|0|1|1|0|0.0347514605577163|0.0162533818020632
"11239"|29|3.3|1|0|1|0|0.051990129366653|0.0397149319810988
"11240"|41|2.4|1|0|1|0|-0.672559724494228|0.0144047203243801
"11242"|38|2.7|0|1|1|0|-0.329056145036316|-0.00423864480580011
"11243"|32|2.7|0|1|1|0|-0.315279406616783|-0.0315728579526785
"11245"|34|2.2|0|1|1|0|-0.735583151662533|-0.0536107479855815
"11246"|37|3|0|1|1|0|-0.122643110780747|-0.0622335019923005
"11247"|38|3.5|1|0|1|0|0.0881126028141304|0.0371223830824113
"11248"|37|2.9|0|1|1|0|-0.291099508771358|0.0203377159008472
"11249"|24|3.3|1|0|1|0|0.0219056667378131|-0.00451098031955983
"11250"|32|3.4|1|0|1|0|0.0850816166634149|-0.0457588640186248
"11251"|35|2.2|0|1|1|0|-0.753745012902004|-0.0240153779668942
"11253"|33|2.4|0|1|1|0|-0.57329810633924|0.0580047826245473
"11254"|45|2.9|0|1|1|0|-0.268686455096598|0.0113099993514937
"11259"|45|2.8|0|1|1|0|-0.304546776625007|0.023335908475657
"11260"|40|3.8|0|1|1|0|0.404556930263911|0.0203261422463256
"11261"|42|4|0|1|1|0|0.6289769371788|-0.0610377837694781
"11263"|44|3.6|0|1|1|0|0.343041238114278|0.0193429470841323
"11264"|34|3.3|1|0|1|0|0.00476615071303305|-0.0234925256704282
"11265"|39|3.6|0|1|1|0|0.332268045856647|0.0876284088208669
"11266"|40|3.9|0|1|1|0|0.528586578324973|-0.000888207703548644
"11267"|37|2.9|1|0|0|1|-0.164982438020653|-0.0606460863390321
"11269"|41|2.9|0|1|1|0|-0.113921474152374|-0.0673029053872917
"11270"|33|3.5|1|0|1|0|0.105165650546284|0.0109821192512719
"11272"|41|3.3|0|1|1|0|0.0131947088599923|0.0139891586375916
"11274"|40|3.5|0|1|1|0|0.269549585675354|0.0462821119599449
"11278"|40|3.4|1|0|1|0|0.0488482313220331|0.0470263497408165
"11279"|41|3.1|0|1|1|0|-0.0693506637934186|0.0385872717633874
"11280"|39|3.4|0|1|1|0|0.150737556595776|0.101244499802275
"11282"|44|3|1|0|1|0|-0.297172203300712|0.0155154729790551
"11283"|44|3.8|0|1|1|0|0.431538452241331|-0.0381426858333653
"11284"|40|3.4|0|1|1|0|0.118628735389904|-0.0248930168367696
"11285"|37|3.6|0|1|1|0|0.240353981941724|0.0234201979690551
"11287"|41|3.1|0|1|1|0|-0.0447809759981752|-0.0524803118709533
"11293"|37|2.9|0|1|0|1|0.00228446932894134|-0.0968473338888886
"11295"|41|3.1|1|0|1|0|-0.214933462022871|0.0273225012742439
"11296"|40|3.3|0|1|1|0|0.106060796795786|0.0102626017197148
"11298"|41|3.7|0|1|1|0|0.371416993377079|-0.0290837791970931
"11300"|37|3.6|1|0|1|0|0.252175876531935|0.11159858815028
"11302"|44|3.3|1|0|1|0|-0.0555260173151643|-0.0906182383827057
"11303"|39|3.6|0|1|1|0|0.252832261220248|0.000732657318248595
"11306"|36|3.9|0|1|1|0|0.526640127656957|-0.0131566105445878
"11308"|37|3.8|1|0|1|0|0.356822410826882|0.0346921149693712
"11312"|37|3.6|0|1|1|0|0.33191796475058|0.0504391890247196
"11317"|39|3.6|0|1|1|0|0.298521196414763|-0.0135028861958659
"11318"|37|3.9|0|1|1|0|0.480212979830378|0.0400434844478701
"11321"|43|3.6|0|1|1|0|0.403027247021237|-0.0336764627133028
"11322"|38|3.6|1|0|1|0|0.217307683575|-0.0365392253253541
"11323"|30|3.8|1|0|1|0|0.408325731686903|-0.0265744700418789
"11325"|37|3.5|0|1|1|0|0.22722083613537|0.0116442519524684
"11326"|41|3.8|0|1|1|0|0.442327465871463|0.0260585592124079
"11327"|39|3.6|1|0|1|0|0.178795472554556|0.00542504551413638
"11328"|33|3.9|1|0|1|0|0.347829983153532|-0.0458366379982167
"11329"|42|3.2|0|1|1|0|-0.0397764860484111|-0.0391434762014305
"11330"|39|3.6|0|1|1|0|0.276523113516671|0.02588234558065
"11331"|38|3.8|1|0|1|0|0.340704705930899|0.0088908500139308
"11332"|41|3.1|0|1|1|0|-0.100043310324835|0.0266380638395952
"11337"|39|3.6|0|1|0|1|0.435142480769217|-0.0294214131148476
"11341"|38|3.6|0|1|1|0|0.315719751335621|-0.0694152025924757
"11342"|39|3.1|1|0|1|0|-0.172059511794945|-0.0742288654166661
"11347"|36|3.7|0|1|1|0|0.294813770871159|0.0513193960904503
"11348"|34|3.7|1|0|1|0|0.268880248418574|0.0173982862963492
"11351"|40|3.6|0|1|1|0|0.250135904299863|-0.00636113128032676
"11353"|41|3.6|0|1|1|0|0.350499308739971|-0.0280495057030418
"11354"|42|3.3|0|1|1|0|0.149526431034334|-0.0734530929466153
"11355"|40|3.4|0|1|1|0|0.162736576543632|0.0312328105953402
"11357"|41|3.4|0|1|1|0|0.151518394749913|-0.000180408278420716
"11359"|35|4|0|1|1|0|0.565464334356472|-0.0361200596895963
"11360"|30|2.7|1|0|0|1|-0.285959217366733|-0.00794414571407638
"11362"|33|4|1|0|1|0|0.395743542469458|0.027413932064919
"11363"|39|3.6|0|1|1|0|0.203718607994167|0.0673481460475793
"11364"|39|3.6|0|1|0|1|0.447687261772712|-0.0477163417145919
"11365"|39|3.3|0|1|1|0|0.142356071249188|0.00931315893257217
"11367"|37|3.8|1|0|1|0|0.351044946789008|0.050422933092428
"11368"|37|3.8|0|1|1|0|0.37752719224694|-0.0166937985389963
"11369"|39|4|1|0|1|0|0.514069191043982|-0.0760280523257056
"11374"|27|3.3|1|0|0|1|0.189864226137993|0.0298626829553774
"11377"|36|3.7|0|1|1|0|0.428897497357755|-0.041191921738726
"11379"|26|3.6|1|0|0|1|0.38885438367915|-0.00509993135105125
"11380"|27|3.3|1|0|0|1|0.13473174250756|-0.0450514753565675
"11381"|40|3.6|0|1|1|0|0.364500951579382|-0.0352168951375956
"11383"|25|3.5|1|0|0|1|0.219564332623781|0.0231418537709005
"11384"|37|3.9|0|1|1|0|0.444896814250376|0.0772700267392501
"11385"|37|3.7|1|0|1|0|0.304058342838518|0.0373016686468782
"11386"|38|3.9|0|1|1|0|0.478120025922457|-0.0718021649434606
"11387"|47|2.8|1|0|1|0|-0.354052329292503|-0.0603944474004658
"11388"|35|3.4|1|0|0|1|0.309335262166557|-0.0446117838079494
"11389"|30|2.7|1|0|0|1|-0.29364326662775|-0.040655890598464
"11390"|32|3.1|0|1|1|0|-0.144094729942786|-0.0452728570916158
"11391"|34|3|0|1|1|0|-0.13444343344367|0.0105426608198495
"11393"|32|3.1|0|1|1|0|-0.0430910744894543|0.00381914991946432
"11397"|30|2.7|0|1|1|0|-0.331641230984018|-0.0551264875366844
"11398"|36|2.6|0|1|1|0|-0.445405700155001|-0.00329445319595312
"11400"|38|3.5|0|1|0|1|0.315162803843531|0.00421858196325991
"11403"|36|2.8|1|0|1|0|-0.331953948474265|-0.0327648718292889
"11404"|36|2.8|0|1|1|0|-0.348443840485438|-0.0556325751298277
"11405"|41|2.5|0|1|1|0|-0.493053562926967|-0.0247376300094511
"11406"|35|2.8|0|1|1|0|-0.274077952330921|-0.0139937349063482
"11410"|37|3.1|0|1|1|0|-0.0626449402540283|-0.0229038360844706
"11412"|38|2.3|0|1|1|0|-0.697014182943827|0.0156895838401915
"11413"|33|3.2|1|0|1|0|-0.109488101519645|-0.0071243328503921
"11415"|41|3|0|1|1|0|-0.1279164967969|0.0130877764063874
"11416"|34|3.7|1|0|1|0|0.284034892534357|-0.0346950695283682
"11418"|37|3.1|1|0|1|0|-0.222434666556384|0.0216865853581658
"11419"|38|3.1|0|1|1|0|-0.0532435669798741|-0.0217376267058683
"11420"|34|3.3|0|1|1|0|0.134068524012912|0.0197697548880748
"11422"|34|2.4|0|1|0|1|-0.382695885750386|-0.00102672330328088
"11424"|40|2.9|0|1|0|1|-0.0474477200896698|-0.0116835347706261
"11426"|30|2.9|0|1|0|1|-0.0345164567873557|0.0183057562734636
"11430"|30|2.8|1|0|1|0|-0.362940975071718|-0.0276278405480644
"11432"|39|3|0|1|1|0|-0.163498564829157|-0.0247353730803091
"11433"|33|3|0|1|0|1|0.0153434029238055|0.0147048066924647
"11434"|32|3.1|0|1|1|0|-0.0367578383578506|-0.00584466573529177
"11435"|33|3|1|0|1|0|-0.231876426740652|0.0197779975321185
"11440"|35|3.2|0|1|1|0|-0.036550820131446|0.069964984269339
"11442"|34|3.6|0|1|1|0|0.296722668730554|0.0592281089912344
"11443"|34|3|0|1|1|0|-0.17980758412336|0.0736066823585944
"11445"|36|3.6|1|0|1|0|0.203857818774548|-0.0702405126341211
"11448"|35|3|0|1|1|0|-0.197947344577178|-0.0484767503896126
"11449"|41|3.1|0|1|0|1|0.0964643969241467|-0.0172448167610382
"11450"|35|3.1|0|1|1|0|0.0272568310377201|0.0316433574656779
"11452"|34|3|0|1|1|0|-0.0578874032246116|0.0124204022611079
"11453"|39|3.3|1|0|1|0|-0.0291483675604357|-0.00108127456011793
"11454"|38|2.9|0|1|1|0|-0.238461986721213|-0.0690834414266301
"11455"|41|2.4|0|1|1|0|-0.652103755960037|0.0524601749856069
"11456"|38|2.1|0|1|1|0|-0.879102474776152|0.0116362226557859
"11458"|37|2.7|0|1|1|0|-0.343458201247042|0.026756782173641
"11460"|38|2.5|0|1|1|0|-0.505764672993926|-0.0476518002108429
"11462"|37|2.7|0|1|1|0|-0.360585113010756|-0.00025396380346212
"11464"|31|2.6|0|1|0|1|-0.325705478253268|0.0184211237304653
"11469"|31|2.3|0|1|0|1|-0.497376964415295|0.0607840887328644
"11470"|33|2.4|0|1|1|0|-0.565630129934763|-0.101923291784098
"11472"|35|2.9|0|1|1|0|-0.180732765176993|0.03746033526991
"11473"|39|3.1|0|1|1|0|-0.0517948073445861|0.0645730006667782
"11474"|34|3.3|0|1|1|0|0.106786507844425|-0.0187376390163322
"11475"|31|2.4|1|0|0|1|-0.509063429320945|-0.00797499755550857
"11476"|32|3|0|1|1|0|-0.0968466597317916|-0.000441341689800358
"11479"|39|2.8|1|0|1|0|-0.410216443683996|0.0537702212245567
"11480"|29|2.7|0|1|0|1|-0.208479526700271|-0.0453006436541378
"11483"|39|2.3|1|0|1|0|-0.780135323180077|-0.0350666608407818
"11485"|37|3|0|1|1|0|-0.20227111511577|0.0015982098221483
"11486"|38|3.1|1|0|1|0|-0.140022646089508|-0.00668038839847993
"11487"|34|3|1|0|1|0|-0.205409473432377|-0.0292947009244705
"11488"|36|3.1|0|1|1|0|-0.0643234000817046|0.029650823173266
"11490"|30|2.8|1|0|0|1|-0.219145612951103|0.00534885665333319
"11492"|32|2.8|0|1|1|0|-0.28319232972278|0.0160649464362299
"11493"|34|3|0|1|1|0|-0.145067531247525|-0.0236276490319434
"11494"|38|2.9|0|1|1|0|-0.225034322670612|0.00776028629233416
"11498"|37|2.9|1|0|1|0|-0.312111626336443|-0.0179786306349674
"11500"|36|3.2|0|1|1|0|0.0600432008818976|0.021154073324052
"11504"|28|3.1|0|1|1|0|-0.0687830298036526|-0.0137110786794654
"11505"|35|3.1|0|1|1|0|-0.0390331786729295|0.0173027028007447
"11508"|28|3|1|0|0|1|-0.188174269590113|0.0297755755877077
"11509"|37|2.7|0|1|1|0|-0.355613115314511|-0.0340802635248522
"11510"|31|2.8|0|1|0|1|-0.180021928225285|0.0643973076008536
"11511"|37|2.8|0|1|1|0|-0.317087645926221|0.0122358832219145
"11514"|37|3.4|0|1|1|0|0.145716037831119|0.030515115459043
"11515"|29|2.7|1|0|0|1|-0.243058974370826|0.0215350070539918
"11516"|34|3|1|0|1|0|-0.229741645933873|-0.0478575971013833
"11518"|33|3|1|0|1|0|-0.271618731142349|0.036823221577193
"11522"|36|3|0|1|1|0|-0.139016818440316|0.00927551212023969
"11523"|35|3|0|1|1|0|-0.0902028814407069|0.05531644051626
"11526"|32|3|0|1|1|0|-0.163582076166308|-0.0271717804589417
"11528"|30|2.5|1|0|0|1|-0.377938288696505|-0.0590953697886435
"11529"|37|2.9|0|1|1|0|-0.276286576991097|0.0746741825513389
"11530"|34|2.8|1|0|1|0|-0.418008467435593|0.0368160304367603
"11531"|37|3|0|1|1|0|-0.215443892355243|0.0211736007282945
"11532"|36|2.7|0|1|0|1|-0.154787730287094|-0.0380342402085997
"11533"|34|3.2|0|1|1|0|0.00753598281361838|0.0165018726806205
"11534"|37|2.7|0|1|1|0|-0.348328565435306|-0.00585920541436969
"11536"|35|3|0|1|1|0|-0.108712041034663|0.0432158431930944
"11537"|36|3.1|1|0|1|0|-0.200477752239375|-0.132120731872908
"11540"|31|2.9|0|1|0|1|-0.0695323147661394|-0.0453765860481508
"11541"|33|2.8|1|0|1|0|-0.391915032394771|0.014915148403625
"11543"|35|3|0|1|1|0|-0.179233948140457|0.0335722138995914
"11550"|35|3.1|1|0|1|0|-0.227854232225522|-0.0275866454104076
"11552"|33|3.4|0|1|1|0|0.11257971466425|0.0473170808615394
"11553"|35|2.8|1|0|1|0|-0.35343428279008|-0.0246461615572274
"11554"|36|3.3|1|0|1|0|-0.010331158971229|0.0226973939853425
"11555"|37|2.8|1|0|1|0|-0.399044029076416|-0.0246495684601046
"11556"|37|2.8|1|0|1|0|-0.327044433554371|0.0125230900593004
"11558"|37|3.4|1|0|1|0|-0.0418828766418488|0.0210863325172632
"11559"|36|2.5|0|1|1|0|-0.566443642325695|0.059908591104957
"11560"|35|2.4|0|1|1|0|-0.682581803193409|-0.0185405523482804
"11561"|37|2.8|1|0|1|0|-0.365017031709029|0.0335644944906173
"11563"|35|2.6|0|1|1|0|-0.469351259539403|0.016991698005516
"11564"|35|3|0|1|1|0|-0.164306887948284|0.048571857909967
"11566"|36|3.1|1|0|1|0|-0.173239344663275|0.101310332618276
"11570"|34|3.1|1|0|1|0|-0.229137679853673|0.0494172402075939
"11572"|30|2.5|0|1|0|1|-0.345442088326851|0.0391345752617008
"11574"|34|3|1|0|1|0|-0.200703192275243|-0.0714108143121162
"11580"|32|3.1|0|1|1|0|-0.0639691289721027|-0.0227613702211165
"11581"|32|2.6|1|0|0|1|-0.479473949811194|-0.0267483894415899
"11583"|32|3.2|1|0|1|0|-0.191085611740067|-0.0139960850130226
"11587"|37|2.9|0|1|1|0|-0.262061109271407|0.0200433338483891
"11590"|34|2.8|1|0|0|1|-0.200484639643883|-0.0336243687608605
"11593"|35|2.9|0|1|1|0|-0.188899011073091|0.0163002033666642
"11597"|35|2.8|0|1|1|0|-0.313094889108105|0.0067698572190254
"11598"|36|2.7|0|1|1|0|-0.416088414892901|-0.00840781106485287
"11599"|28|3.3|1|0|0|1|0.121848618643487|-0.00453125137698016
"11600"|36|2.9|1|0|1|0|-0.266750863479029|0.0143596823210997
"11602"|31|2.8|1|0|0|1|-0.264070702199659|0.00173677304522036
"11603"|35|3.3|1|0|1|0|-0.0549699855086064|0.00324974972404833
"11605"|36|2.9|0|1|1|0|-0.245594031033824|-0.0404436192790529
"11606"|37|2.5|1|0|0|1|-0.457739885009187|0.0194438736195514
"11608"|28|3.3|1|0|0|1|0.116074321795746|-0.022466242555426
"11609"|36|2.9|0|1|1|0|-0.293298894901812|0.0800832169834805
"11612"|38|2.7|0|1|1|0|-0.369427063648043|-0.0393534647834132
"11614"|34|3.2|0|1|1|0|-0.0640033262311324|-0.023486894838047
"11617"|26|2.8|0|1|1|0|-0.276816431850991|0.0064604049042102
"11618"|37|3|0|1|1|0|-0.239629618029948|-0.063010663218694
"11619"|37|2.7|0|1|1|0|-0.314357068549294|0.0607255833542402
"11620"|42|3.3|1|0|1|0|-0.0255306242735163|0.005559268838302
"11622"|36|2.7|0|1|1|0|-0.33418891510994|-0.0246096275988421
"11625"|36|3|1|0|1|0|-0.238921109463584|0.0249246507123427
"11626"|35|3.1|0|1|1|0|-0.0952813510343385|0.0355989786803535
"11627"|37|3.3|1|0|1|0|-0.0545248746224796|-0.0206949432324805
"11629"|37|2.9|0|1|1|0|-0.214900128943918|0.0278327316413368
"11631"|35|2.7|0|1|1|0|-0.388891670405928|0.01975482268843
"11632"|38|2.9|0|1|1|0|-0.243918653142407|0.00697673390118974
"11634"|37|2.9|0|1|1|0|-0.19098084067595|-0.0191719580072888
"11639"|37|3|1|0|1|0|-0.209379293981944|-0.0253246709469137
"11640"|37|2.8|0|1|1|0|-0.294819010968866|-0.00978877301196968
"11642"|34|2.8|1|0|0|1|-0.183306208213623|-0.0334510338772946
"11643"|37|2.9|0|1|1|0|-0.26932857936607|-0.0340519176082111
"11644"|36|2.8|0|1|1|0|-0.302519485509489|-0.0271029077245784
"11645"|37|3|0|1|1|0|-0.216916670712208|-0.0402740543321725
"11646"|34|2.9|0|1|1|0|-0.208524205793431|-0.00580714263751497
"11647"|34|3.3|1|0|1|0|0.0100416334420511|0.00252162454213724
"11648"|33|3|0|1|1|0|-0.124868786378898|0.029955792305093
"11649"|36|3.2|0|1|1|0|-0.0273656210826105|-0.0304074646597233
"11651"|41|2.3|0|1|1|0|-0.618126566681338|-0.0166212159728061
"11653"|37|3|0|1|1|0|-0.240158500021121|0.0300813269785055
"11655"|34|3.2|1|0|1|0|-0.174286832278714|-0.0013016817610128
"11656"|38|2.8|0|1|1|0|-0.273280413230211|0.0344429726998269
"11657"|33|3.5|1|0|1|0|0.141363482070881|-0.0129090008748121
"11661"|39|3|1|0|1|0|-0.306754560331694|-0.0356387126614222
"11665"|36|3|1|0|1|0|-0.271692620210678|0.090224743041988
"11668"|34|2|0|1|1|0|-0.895867112930434|-0.0297176408264277
"11670"|37|2.9|0|1|1|0|-0.235551187670684|-0.0296174643283125
"11671"|36|2.8|0|1|1|0|-0.242844407157964|-0.0371272085275632
"11672"|34|3.5|0|1|1|0|0.111948801187634|0.00847514457028732
"11678"|32|3.2|1|0|1|0|-0.0545466093534499|0.0298837262767962
"11679"|36|3.5|1|0|1|0|0.135676862373831|-0.0381404367038747
"11680"|29|2.9|1|0|0|1|-0.171515216038617|0.0977546860932841
"11681"|37|3.5|0|1|1|0|0.2060589383357|0.0310476902079255
"11684"|37|2.7|1|0|0|1|-0.311509039450945|-0.0978943371309081
"11686"|39|3.5|0|1|1|0|0.202725295768733|0.0308775226261136
"11687"|39|3|0|1|1|0|-0.165435803128396|0.0792423635576461
"11688"|30|2.9|1|0|0|1|-0.267064953491299|-0.0762570524538281
"11689"|42|3|0|1|1|0|-0.154273939337288|-0.0644616667949359
"11690"|42|3.4|0|1|1|0|0.15845769161884|-0.0586706352234043
"11691"|36|3.3|1|0|1|0|-0.0906284365494237|0.0469786451446004
"11692"|40|3.2|0|1|1|0|-0.0283944335684493|0.0413935557368578
"11693"|44|3.6|1|0|1|0|0.211581876266762|-0.0201816193260961
"11694"|39|3.3|0|1|1|0|0.0762402177982751|-0.0624803882306541
"11697"|40|3.2|1|0|1|0|-0.00580502497012868|0.0289690344035542
"11699"|33|3.6|1|0|1|0|0.197117469079285|-0.0148110841044192
"11701"|41|3.3|0|1|1|0|0.0973626043827145|0.103059396652126
"11702"|44|3.7|1|0|1|0|0.249136524811236|0.0202324317229355
"11705"|31|3.6|1|0|0|1|0.30197976021685|0.0614471745742962
"11708"|40|3.1|1|0|1|0|-0.153863253697053|-0.02675289290564
"11709"|30|3.1|1|0|0|1|0.0422178498790748|0.0813585633094692
"11710"|41|3|0|1|1|0|-0.243711699842325|0.012880641909066
"11711"|40|3.3|1|0|1|0|0.0392769045288413|0.0419795361093099
"11715"|36|3.3|0|1|1|0|0.0065850671650715|0.0031459371354327
"11717"|36|3.1|1|0|0|1|0.0357607154373589|0.00572325718289614
"11719"|38|3.4|1|0|1|0|0.0348678230673717|0.00384128725930487
"11722"|43|2.8|0|1|1|0|-0.296484116195288|0.00287887666285004
"11724"|38|3.1|0|1|1|0|-0.0180155486551725|0.0183893723083967
"11725"|29|3.6|1|0|1|0|0.221736567328353|0.0399035266520294
"11728"|30|3.4|1|0|0|1|0.237829179474652|-0.00618894762693466
"11730"|42|3.2|0|1|1|0|0.00870003717296978|0.045516377982837
"11731"|46|2.8|0|1|1|0|-0.248476845041649|-0.0717662758821596
"11733"|40|3.1|0|1|1|0|-0.00522347267398103|0.00347156579387941
"11736"|40|3.6|0|1|0|1|0.474050366198465|0.0648584369604338
"11737"|39|3.8|0|1|1|0|0.457573352960278|-0.0218762659259497
"11739"|39|2.7|0|1|0|1|-0.213582697749854|-0.00785294582040728
"11741"|43|2.4|0|1|0|1|-0.463264399010096|0.0657995182313214
"11743"|35|3.5|1|0|1|0|0.133228318584376|0.019069553051961
"11744"|46|3.3|1|0|1|0|-0.0243376536353631|-0.0127274184184312
"11745"|36|2.6|1|0|0|1|-0.361985712448868|0.0605725581395607
"11746"|42|3.1|0|1|1|0|-0.0649772216220081|-0.0117617581546851
"11747"|34|3.6|1|0|1|0|0.203692634882741|0.0255583740048942
"11749"|32|3.6|0|1|1|0|0.309506608757499|-0.0781343721828048
"11754"|38|3.7|1|0|1|0|0.221429069704483|-0.0204058891662124
"11755"|39|3.4|1|0|1|0|0.010715827433578|0.0533438557513921
"11756"|39|3.1|0|1|1|0|-0.133319087642793|-0.0149387124801293
"11757"|26|3.4|1|0|0|1|0.218711100594861|0.0136176213737778
"11758"|34|2.4|0|1|1|0|-0.615145828091353|-0.0270297702248273
"11759"|26|3.5|1|0|0|1|0.264247665088954|-0.103234126841548
"11762"|27|2.5|0|1|1|0|-0.510654795556553|0.0334320957148017
"11763"|43|3|1|0|1|0|-0.236363146622356|0.0267213638852425
"11766"|40|3.2|1|0|1|0|-0.160812843268061|0.00375911311415423
"11770"|39|3|0|1|1|0|-0.178982079193835|-0.0317655260825105
"11771"|33|3.5|0|1|1|0|0.302451491178667|0.0367364910073616
"11772"|27|2.9|1|0|0|1|-0.187145629249966|-0.0133788545414691
"11774"|27|2.5|1|0|0|1|-0.425931728023377|0.0180808309069373
"11775"|36|3.5|1|0|1|0|0.134616943204571|0.0269636074476457
"11776"|23|2.7|1|0|0|1|-0.239287832006589|-0.075232307057596
"11777"|37|2.3|0|1|0|1|-0.490735714114279|0.00470045873072255
"11778"|26|3.2|0|1|0|1|0.144620796839673|-0.0103417427382426
"11781"|39|3.4|0|1|1|0|0.168650000779098|0.0232469564490529
"11783"|37|3.4|1|0|1|0|-0.0186738137821492|-0.00292319032220611
"11784"|39|3.5|1|0|1|0|0.104051788775501|-0.0311629059450862
"11786"|39|3.6|0|1|1|0|0.291142399827291|-0.0298769763301052
"11788"|45|2.8|0|1|1|0|-0.340645634071996|0.0349888612766985
"11790"|39|2.6|0|1|0|1|-0.301744279518006|0.041004134507976
"11791"|43|3.6|0|1|1|0|0.288407810287371|0.0187228910356323
"11792"|36|3.2|0|1|1|0|0.0656235101517391|0.022778535698227
"11793"|36|3.7|1|0|1|0|0.260152650701619|-0.0635812556163189
"11796"|36|3.4|1|0|1|0|-0.0118541528549403|0.0371959738613295
"11798"|38|3.5|0|1|0|1|0.374926265174755|-0.052620813320649
"11799"|35|3.7|0|1|1|0|0.340312689209723|0.0807716532231059
"11802"|37|3.6|1|0|1|0|0.164465667400399|0.0212186420628239
"11805"|41|3.2|0|1|1|0|-0.0278376029582071|-0.0217387254677867
"11807"|26|3.7|1|0|1|0|0.310264305354582|-0.0206945359220102
"11809"|35|3.4|0|1|1|0|0.068049781929922|0.00516210918325585
"11814"|48|3.5|1|0|1|0|0.0141592362628775|0.0287188559349672
"11816"|43|3|1|0|1|0|-0.236386624065895|-0.00893675019082631
"11817"|35|3.4|1|0|0|1|0.166983903668034|-0.0488141181770887
"11824"|36|3.2|1|0|1|0|-0.116611863271241|-0.00347493341351927
"11826"|39|3.5|0|1|1|0|0.264127420830292|0.0593365096004573
"11827"|31|3.9|1|0|1|0|0.450225874476955|-0.0282316759010802
"11829"|41|3.2|0|1|1|0|0.0240473688877709|0.0139223468956665
